Group, Name, Version
qemu,qemu-system-sh4,8.2.1-2
qemu,qemu-system-sparc,8.2.1-2
qemu,qemu-system-sparc-firmware,8.2.1-2
qemu,qemu-system-tricore,8.2.1-2
qemu,qemu-system-x86,8.2.1-2
qemu,qemu-system-x86-firmware,8.2.1-2
qemu,qemu-system-xtensa,8.2.1-2
qemu,qemu-tests,8.2.1-2
qemu,qemu-tools,8.2.1-2
qemu,qemu-ui-curses,8.2.1-2
qemu,qemu-ui-dbus,8.2.1-2
qemu,qemu-ui-egl-headless,8.2.1-2
qemu,qemu-ui-gtk,8.2.1-2
qemu,qemu-ui-opengl,8.2.1-2
qemu,qemu-ui-sdl,8.2.1-2
qemu,qemu-ui-spice-app,8.2.1-2
qemu,qemu-ui-spice-core,8.2.1-2
qemu,qemu-user,8.2.1-2
qemu,qemu-vhost-user-gpu,8.2.1-2
qemu,qemu-vmsr-helper,10.1.2-3
qgpgme,qgpgme-qt5,1.23.2-1
qgpgme,qgpgme-qt6,1.23.2-1
qhull,qhull,2020.2-4
qpdf,qpdf,11.8.0-1
qqc2,qqc2-breeze-style,6.1.3-1
qqc2,qqc2-desktop-style,6.4.0-1
qqc2,qqc2-desktop-style5,5.115.0-1
qrca,qrca,25.12.0-1
qrcodegencpp,qrcodegencpp-cmake,1.8.0-4
qrencode,qrencode,4.1.1-2
qt5,qt5-base,5.15.12+kde+r150-1
qt5,qt5-charts,5.15.12-1
qt5,qt5-declarative,5.15.12+kde+r31-1
qt5,qt5-feedback,0.0.0.20150918-4
qt5,qt5-graphicaleffects,5.15.12-1
qt5,qt5-imageformats,5.15.12+kde+r10-1
qt5,qt5-location,5.15.12+kde+r6-1
qt5,qt5-multimedia,5.15.12+kde+r2-1
qt5,qt5-networkauth,5.15.12-1
qt5,qt5-quickcontrols,5.15.12-1
qt5,qt5-quickcontrols2,5.15.12+kde+r5-1
qt5,qt5-script,5.15.16-2
qt5,qt5-sensors,5.15.12-1
qt5,qt5-speech,5.15.12+kde+r1-1
qt5,qt5-svg,5.15.12+kde+r6-1
qt5,qt5-tools,5.15.12+kde+r4-1
qt5,qt5-translations,5.15.12-1
qt5,qt5-wayland,5.15.12+kde+r61-1
qt5,qt5-webchannel,5.15.12+kde+r3-1
qt5,qt5-webengine,5.15.16-3
qt5,qt5-websockets,5.15.12+kde+r2-1
qt5,qt5-webview,5.15.12-1
qt5,qt5-x11extras,5.15.12-1
qt5,qt5-xmlpatterns,5.15.12-1
qt6,qt6-5compat,6.6.1-2
qt6,qt6-base,6.6.1-3
qt6,qt6-charts,6.6.1-1
qt6,qt6-connectivity,6.6.1-1
qt6,qt6-declarative,6.6.1-1
qt6,qt6-httpserver,6.6.1-1
qt6,qt6-imageformats,6.6.1-1
qt6,qt6-location,6.6.1-1
qt6,qt6-multimedia,6.6.1-1
qt6,qt6-multimedia-ffmpeg,6.6.1-1
qt6,qt6-multimedia-gstreamer,6.6.1-1
qt6,qt6-networkauth,6.6.1-1
qt6,qt6-positioning,6.6.1-1
qt6,qt6-quick3d,6.6.1-1
qt6,qt6-quicktimeline,6.6.1-1
qt6,qt6-scxml,6.6.1-1
qt6,qt6-sensors,6.6.1-1
qt6,qt6-shadertools,6.6.1-1
qt6,qt6-speech,6.6.1-1
qt6,qt6-svg,6.6.1-1
qt6,qt6-tools,6.6.1-1
qt6,qt6-translations,6.6.1-1
qt6,qt6-virtualkeyboard,6.6.1-1
qt6,qt6-wayland,6.6.1-1
qt6,qt6-webchannel,6.6.1-1
qt6,qt6-webengine,6.6.1-2
qt6,qt6-websockets,6.6.1-1
qt6,qt6-webview,6.6.1-1
qtkeychain,qtkeychain-qt5,0.14.2-1
qtkeychain,qtkeychain-qt6,0.14.2-1
radvd,radvd,2.19-1
ragel,ragel,6.10-3
raptor,raptor,2.0.16-4
rav1e,rav1e,0.7.1-1
rdma,rdma-core,49.0-1
re2,re2,1:20240201-1
readline,readline,8.2.010-1
recastnavigation,recastnavigation,1.6.0-2
repo,repo,2.41-1
rhash,rhash,1.4.4-1
ripgrep,ripgrep,14.1.0-1
ripgrep,ripgrep-all,0.10.6-3
rnnoise,rnnoise,0.4.1-1
rocs,rocs,23.08.4-1
rp,rp-pppoe,4.0-1
rpcbind,rpcbind,1.2.6-3
rpm,rpm-sequoia,1.6.0-1
rpm,rpm-tools,4.18.2-1
rsync,rsync,3.2.7-6
rtkit,rtkit,0.13-2
rtmpdump,rtmpdump,1:2.4.r99.f1b83c1-2
rubberband,rubberband,3.3.0-1
ruby,ruby,3.0.6-1
ruby,ruby-abbrev,0.1.0-4
ruby,ruby-base64,0.1.1-4
ruby,ruby-benchmark,0.2.0-4
ruby,ruby-bigdecimal,3.1.2-4
ruby,ruby-bundledgems,3.0.6-1
ruby,ruby-bundler,2.5.4-1
ruby,ruby-cgi,0.3.6-1
ruby,ruby-csv,3.2.5-4
ruby,ruby-date,3.2.2-4
ruby,ruby-delegate,0.2.0-4
ruby,ruby-did_you_mean,1.6.1-4
ruby,ruby-digest,3.1.1-1
ruby,ruby-drb,2.1.0-5
ruby,ruby-english,0.7.1-5
ruby,ruby-erb,4.0.2-2
ruby,ruby-etc,1.3.0-6
ruby,ruby-fcntl,1.0.1-4
ruby,ruby-fiddle,1.1.0-4
ruby,ruby-fileutils,1.6.0-4
ruby,ruby-find,0.1.1-4
ruby,ruby-forwardable,1.3.2-6
ruby,ruby-getoptlong,0.1.1-3
ruby,ruby-io-console,0.5.11-3
ruby,ruby-io-nonblock,0.1.0-3
ruby,ruby-io-wait,0.2.3-4
ruby,ruby-ipaddr,1.2.4-3
ruby,ruby-irb,1.4.2-1
ruby,ruby-json,2.7.1-1
ruby,ruby-logger,1.5.1-3
ruby,ruby-minitest,5.20.0-1
ruby,ruby-mutex_m,0.1.1-3
ruby,ruby-net-http,0.2.2-2
ruby,ruby-open-uri,0.2.0-3
ruby,ruby-power_assert,2.0.3-1
ruby,ruby-psych,4.0.6-1
ruby,ruby-racc,1.6.0-3
ruby,ruby-rake,13.0.6-1
ruby,ruby-rdoc,6.4.0-4
ruby,ruby-reline,0.3.1-2
ruby,ruby-rexml,3.2.6-1
ruby,ruby-rouge,4.2.0-1
ruby,ruby-ruby2_keywords,0.0.5-1
ruby,ruby-stdlib,3.0.6-1
ruby,ruby-stringio,3.0.2-4
ruby,ruby-test-unit,3.6.1-1
ruby,ruby-time,0.2.0-4
ruby,ruby-tmpdir,0.1.2-3
ruby,ruby-uri,0.12.1-1
rubygems,rubygems,3.3.25-1
run,run-parts,5.5-1
runc,runc,1.1.12-1
rutabaga,rutabaga-ffi,0.1.75-1
samba,samba,4.19.4-1
sane,sane,1.2.1-6
sbc,sbc,2.0-1
scour,scour,0.38.2-3
sddm,sddm,0.20.0-4
sddm,sddm-kcm,5.27.10-1
sdl2,sdl2-compat,2.32.60-1
sdl2_image,sdl2_image,2.8.2-2
sdl3,sdl3,3.2.28-1
seabios,seabios,1.16.3-1
sed,sed,4.9-3
semver,semver,7.5.4-1
serd,serd,0.32.2-1
shaderc,shaderc,2023.7-2
shadow,shadow,4.14.3-1
shared,shared-mime-info,2.4-1
shiboken6,shiboken6,6.6.1-1
signon,signon-kwallet-extension,23.08.4-1
signon,signon-plugin-oauth2,0.25-1
signon,signon-ui,0.17+20171022-3
signond,signond,8.61-1
simde,simde,0.7.6-1
simdjson,simdjson,1:4.2.2-1
skanlite,skanlite,23.08.4-1
skanpage,skanpage,23.08.4-1
skladnik,skladnik,0.5.1-1
slang,slang,2.3.3-2
smartmontools,smartmontools,7.4-1
smbclient,smbclient,4.19.4-1
snappy,snappy,1.1.10-1
socat,socat,1.7.4.4-1
solid,solid,6.4.0-1
solid5,solid5,5.115.0-1
sonnet,sonnet,6.4.0-1
sonnet5,sonnet5,5.115.0-1
sord,sord,0.16.16-1
sound,sound-theme-freedesktop,0.8-5
soundtouch,soundtouch,2.3.2-1
source,source-highlight,3.1.9-11
spandsp,spandsp,0.0.6-5
spdlog,spdlog,1.13.0-1
spectacle,spectacle,23.08.4-1
speex,speex,1.2.1-1
speexdsp,speexdsp,1.2.1-1
spglib,spglib,2.3.1-1
spice,spice,0.15.2-1
spice,spice-protocol,0.14.4-1
spirv,spirv-tools,2023.5-1
sqlite,sqlite,3.45.1-1
squashfs,squashfs-tools,4.6.1-1
sratom,sratom,0.6.16-1
srt,srt,1.5.3-1
step,step,23.08.4-1
strace,strace,6.6-1
sudo,sudo,1.9.15.p5-1
svgpart,svgpart,23.08.4-1
svt,svt-av1,1.8.0-1
svt,svt-hevc,1.5.1-2
sweeper,sweeper,23.08.4-1
swig,swig,4.1.1-2
syndication,syndication,6.4.0-1
syndication5,syndication5,5.115.0-1
syntax,syntax-highlighting5,5.115.0-1
syslog,syslog-ng,4.4.0-5
sysstat,sysstat,12.7.5-1
systemd,systemd,255.3-1
systemd,systemd-libs,255.3-1
systemd,systemd-sysvcompat,255.3-1
systemsettings,systemsettings,5.27.10-1
taglib,taglib,2.0-1
tailscale,tailscale,1.58.2-1
talloc,talloc,2.4.1-1
tar,tar,1.35-2
tcpdump,tcpdump,4.99.4-1
tcpreplay,tcpreplay,4.4.3-1
tdb,tdb,1.4.9-1
telly,telly-skout,23.08.4-1
tesseract,tesseract,5.3.4-1
tesseract,tesseract-data-afr,2:4.1.0-4
tesseract,tesseract-data-osd,2:4.1.0-4
tevent,tevent,1:0.15.0-1
texinfo,texinfo,7.1-2
tftp,tftp-hpa,5.2-10
thin,thin-provisioning-tools,1.0.11-1
threadweaver,threadweaver,6.4.0-1
threadweaver5,threadweaver5,5.115.0-1
tinygo,tinygo,0.30.0-1
tinyxml2,tinyxml2,10.0.0-1
tokodon,tokodon,23.08.4-1
tpm2,tpm2-tss,4.0.1-1
traceroute,traceroute,2.1.5-1
tracker3,tracker3,3.6.0-3
tree,tree,2.1.1-1
tslib,tslib,1.22-1
ttf,ttf-hack,3.003-6
ttf,ttf-liberation,2.1.5-1
twolame,twolame,0.4.0-3
tzdata,tzdata,2024a-1
uboot,uboot-tools,2024.01-2
ubus,ubus,master_3cc98db-1
uchardet,uchardet,0.0.8-2
udisks2,udisks2,2.10.1-2
umbrello,umbrello,23.08.4-1
unbound,unbound,1.19.0-1
unrar,unrar,1:6.2.12-1
unzip,unzip,6.0-20
upower,upower,1.90.2-1
upx,upx,4.2.2-1
usbmuxd,usbmuxd,1.1.1-3
usbredir,usbredir,0.13.0-1
usbutils,usbutils,017-1
uthash,uthash,2.3.0-2
util,util-linux,2.39.3-1
util,util-linux-libs,2.39.3-1
v2ray,v2ray,5.12.1-1
v2ray,v2ray-domain-list-community,20240208184303-1
v2ray,v2ray-geoip,202402080038-1
v4l,v4l-utils,1.26.1-1
vannav,vannav,1.12.1-1
vapoursynth,vapoursynth,R65-1
vde2,vde2,2.3.3-5
verdict,verdict,1.4.2-1
vi,vi,1:070224-6
vid.stab,vid.stab,1.1.1-1
vim,vim,9.1.0080-1
vim,vim-runtime,9.1.0080-1
virglrenderer,virglrenderer,0.10.4-1
virt,virt-install,4.1.0-2
virtiofsd,virtiofsd,1.10.1-1
vlc,vlc,3.0.20-7
vmaf,vmaf,3.0.0-1
vnstat,vnstat,2.12-1
volume_key,volume_key,0.3.12-8
vsftpd,vsftpd,3.0.5-1
vte,vte-common,0.74.2-1
vte3,vte3,0.74.2-1
vtk,vtk,9.3.0-8
vulkan,vulkan-headers,1:1.3.276-1
vulkan,vulkan-icd-loader,1.3.276-1
vulkan,vulkan-intel,1:23.3.5-1
vulkan,vulkan-mesa-implicit-layers,1:25.3.1-2
vulkan,vulkan-tools,1.3.269-1
wavpack,wavpack,5.6.0-1
wayland,wayland,1.22.0-1
wayland,wayland-utils,1.2.0-1
webrtc,webrtc-audio-processing,0.3.1-4
webrtc,webrtc-audio-processing-1,1.3-2
wenger,wenger-toolchains,0.7-0
wget,wget,1.21.4-1
which,which,2.21-6
wildmidi,wildmidi,0.4.5-2
wireguard,wireguard-tools,1.0.20210914-1
wireless_tools,wireless_tools,30.pre9-3
wireplumber,wireplumber,0.4.17-1
wireshark,wireshark-cli,4.2.2-1
wireshark,wireshark-qt,4.2.2-1
woff2,woff2,1.0.2-4
wolfssl,wolfssl,5.6.6-1
wpa_supplicant,wpa_supplicant,2:2.10-8
x264,x264,3:0.164.r3108.31e19f9-1
x265,x265,3.5-3
xapian,xapian-core,1:1.4.24-1
xapp,xapp,2.8.2-1
xapp,xapp-symbolic-icons,1.0.6-1
xcb,xcb-imdkit,1.0.6-1
xcb,xcb-proto,1.16.0-1
xcb,xcb-util,0.4.1-1
xcb,xcb-util-cursor,0.1.5-1
xcb,xcb-util-image,0.4.1-2
xcb,xcb-util-keysyms,0.4.1-4
xcb,xcb-util-renderutil,0.3.10-1
xcb,xcb-util-wm,0.4.2-1
xdg,xdg-dbus-proxy,0.1.5-1
xdg,xdg-desktop-portal,1.18.2-1
xdg,xdg-desktop-portal-gtk,1.15.1-1
xdg,xdg-desktop-portal-kde,5.27.10-1
xdg,xdg-user-dirs,0.18-1
xdg,xdg-utils,1.2.1-1
xerces,xerces-c,3.2.4-4
xf86,xf86-input-libinput,1.4.0-1
xkeyboard,xkeyboard-config,2.41-1
xl2tpd,xl2tpd,1.3.18-1
xorg,xorg-fonts-encodings,1.0.7-1
xorg,xorg-server,21.1.11-1
xorg,xorg-server-common,21.1.11-1
xorg,xorg-setxkbmap,1.3.4-1
xorg,xorg-xauth,1.1.2-1
xorg,xorg-xdpyinfo,1.3.4-1
xorg,xorg-xkbcomp,1.4.7-1
xorg,xorg-xmessage,1.0.6-1
xorg,xorg-xprop,1.2.7-1
xorg,xorg-xrdb,1.2.2-1
xorg,xorg-xset,1.2.5-1
xorg,xorg-xsetroot,1.1.3-1
xorg,xorg-xwayland,23.2.4-2
xorgproto,xorgproto,2023.2-1
xsettingsd,xsettingsd,1.0.2-1
xvidcore,xvidcore,1.3.7-2
xxhash,xxhash,0.8.2-1
xz,xz,5.4.6-1
yajl,yajl,2.1.0-5
yakuake,yakuake,23.08.4-1
yarn,yarn,1.22.21-1
yt,yt-dlp,2023.12.30-1
zanshin,zanshin,23.08.4-1
zbar,zbar,0.23.90-3
zeromq,zeromq,4.3.5-2
zimg,zimg,3.0.5-1
zip,zip,3.0-11
zix,zix,0.4.2-2
zlib,zlib,1:1.3.1-1
zlib,zlib-ng,2.1.5-1
zstd,zstd,1.5.5-1
zvbi,zvbi,0.2.42-1
zxing,zxing-cpp,2.2.1-1
